account_id,mpan,meter_id,supplier,site_name,period_start,period_end,tariff_name,consumption_kwh,unit,unit_rate_gbp,standing_charge_gbp,total_amount_gbp,vat_pct,is_estimated,notes
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2024-12-28,2025-01-31,Night Rate,1.44,MWh,0.14,11.89,213.82,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2025-02-01,2025-03-01,Day Rate,2.37,MWh,0.28,7.83,672.07,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2025-02-01,2025-03-01,Night Rate,1.58,MWh,0.14,8.93,230.34,5.0,False,
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2025-03-02,2025-04-06,Day Rate,1.85,MWh,0.28,10.95,529.99,5.0,True,Estimated read
ACC-902,1376840837122,MTR-UK-002,EDF Energy,Data Centre UPS Feed,2025-03-02,2025-04-06,Night Rate,1.24,MWh,0.14,10.14,183.15,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-01-15,2024-02-19,Day Rate,129.28,kWh,0.28,9.79,45.99,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-01-15,2024-02-19,Night Rate,86.19,kWh,0.14,12.19,24.26,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-02-20,2024-03-25,Day Rate,110.87,kWh,0.28,11.19,42.23,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-02-20,2024-03-25,Night Rate,73.91,kWh,0.14,8.67,19.02,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-03-26,2024-04-30,Day Rate,84.38,kWh,0.28,11.56,35.19,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-03-26,2024-04-30,Night Rate,56.25,kWh,0.14,11.65,19.53,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-05-01,2024-05-29,Day Rate,135.82,kWh,0.28,8.22,46.25,5.0,True,Estimated read
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-05-01,2024-05-29,Night Rate,90.54,kWh,0.14,9.41,22.09,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-05-30,2024-07-02,Day Rate,1423.33,kWh,0.28,8.49,407.02,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-05-30,2024-07-02,Night Rate,948.89,kWh,0.14,10.88,143.72,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-07-03,2024-08-03,Day Rate,102.03,kWh,0.28,8.56,37.13,5.0,True,Estimated read
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-07-03,2024-08-03,Night Rate,68.02,kWh,0.14,10.17,19.69,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-08-04,2024-09-08,Day Rate,134.56,kWh,0.28,11.93,49.61,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-08-04,2024-09-08,Night Rate,89.7,kWh,0.14,10.21,22.77,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-09-09,2024-10-14,Day Rate,118.12,kWh,0.28,10.34,43.41,5.0,True,Estimated read
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-09-09,2024-10-14,Night Rate,78.74,kWh,0.14,12.0,23.02,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-10-15,2024-11-19,Day Rate,95.95,kWh,0.28,9.36,36.23,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-10-15,2024-11-19,Night Rate,63.96,kWh,0.14,10.75,19.7,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-11-20,2024-12-19,Day Rate,88.96,kWh,0.28,8.3,33.21,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-11-20,2024-12-19,Night Rate,59.3,kWh,0.14,8.1,16.4,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-12-20,2025-01-14,Day Rate,117.59,kWh,0.28,7.35,40.28,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2024-12-20,2025-01-14,Night Rate,78.4,kWh,0.14,8.47,19.45,5.0,True,Estimated read
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2025-01-15,2025-02-18,Day Rate,124.4,kWh,0.28,10.46,45.29,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2025-01-15,2025-02-18,Night Rate,82.93,kWh,0.14,8.72,20.33,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2025-02-19,2025-03-18,Day Rate,1240.15,kWh,0.28,8.16,355.4,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2025-02-19,2025-03-18,Night Rate,826.76,kWh,0.14,8.83,124.58,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2025-03-19,2025-04-20,Day Rate,81.2,kWh,0.28,8.85,31.59,5.0,False,
ACC-903,3118695353185,MTR-UK-003,Octopus Energy,Car Park EV Chargers,2025-03-19,2025-04-20,Night Rate,54.13,kWh,0.14,10.11,17.69,5.0,False,
