meter_id,meter_name,billing_start,billing_end,tariff_code,tariff_band,reading_from,reading_to,consumption,unit,rate,amount,currency,notes
MTR-IN-001,Main Building - LT Supply,2024-11-13,2024-12-12,LT-2A,Night,47448,49350,380.48,kWh,3.1,1179.49,INR,
MTR-IN-001,Main Building - LT Supply,2024-12-13,2025-01-09,LT-2A,Peak,49350,50497,516.18,kWh,6.25,3226.12,INR,
MTR-IN-001,Main Building - LT Supply,2024-12-13,2025-01-09,LT-2A,Off-Peak,49350,50497,401.47,kWh,4.5,1806.62,INR,
MTR-IN-001,Main Building - LT Supply,2024-12-13,2025-01-09,LT-2A,Night,49350,50497,229.41,kWh,3.1,711.17,INR,
MTR-IN-001,Main Building - LT Supply,2025-01-10,2025-02-06,LT-2A,Peak,50497,51777,576.38,kWh,6.25,3602.38,INR,
MTR-IN-001,Main Building - LT Supply,2025-01-10,2025-02-06,LT-2A,Off-Peak,50497,51777,448.29,kWh,4.5,2017.31,INR,
MTR-IN-001,Main Building - LT Supply,2025-01-10,2025-02-06,LT-2A,Night,50497,51777,256.17,kWh,3.1,794.13,INR,
MTR-IN-001,Main Building - LT Supply,2025-02-07,2025-03-10,LT-2A,Peak,51777,53468,761.21,kWh,6.25,4757.56,INR,
MTR-IN-001,Main Building - LT Supply,2025-02-07,2025-03-10,LT-2A,Off-Peak,51777,53468,592.05,kWh,4.5,2664.22,INR,
MTR-IN-001,Main Building - LT Supply,2025-02-07,2025-03-10,LT-2A,Night,51777,53468,338.32,kWh,3.1,1048.79,INR,
MTR-IN-002,DG Set Meter,2024-01-08,2024-02-03,LT-2A,Peak,10382,10681,134.64,kWh,6.25,841.5,INR,
MTR-IN-002,DG Set Meter,2024-01-08,2024-02-03,LT-2A,Off-Peak,10382,10681,104.72,kWh,4.5,471.24,INR,
MTR-IN-002,DG Set Meter,2024-01-08,2024-02-03,LT-2A,Night,10382,10681,59.84,kWh,3.1,185.5,INR,
MTR-IN-002,DG Set Meter,2024-02-04,2024-03-09,LT-2A,Peak,10681,11013,149.82,kWh,6.25,936.38,INR,
MTR-IN-002,DG Set Meter,2024-02-04,2024-03-09,LT-2A,Off-Peak,10681,11013,116.53,kWh,4.5,524.38,INR,
MTR-IN-002,DG Set Meter,2024-02-04,2024-03-09,LT-2A,Night,10681,11013,66.59,kWh,3.1,206.43,INR,
MTR-IN-002,DG Set Meter,2024-03-10,2024-04-12,LT-2A,Peak,11013,11243,103.75,kWh,6.25,648.44,INR,
MTR-IN-002,DG Set Meter,2024-03-10,2024-04-12,LT-2A,Off-Peak,11013,11243,80.69,kWh,4.5,363.11,INR,
MTR-IN-002,DG Set Meter,2024-03-10,2024-04-12,LT-2A,Night,11013,11243,46.11,kWh,3.1,142.94,INR,
MTR-IN-002,DG Set Meter,2024-04-13,2024-05-09,LT-2A,Peak,11243,11489,111.0,kWh,6.25,693.75,INR,
MTR-IN-002,DG Set Meter,2024-04-13,2024-05-09,LT-2A,Off-Peak,11243,11489,86.33,kWh,4.5,388.49,INR,
MTR-IN-002,DG Set Meter,2024-04-13,2024-05-09,LT-2A,Night,11243,11489,49.33,kWh,3.1,152.92,INR,
MTR-IN-002,DG Set Meter,2024-05-10,2024-06-07,LT-2A,Peak,11489,11720,104.27,kWh,6.25,651.69,INR,
MTR-IN-002,DG Set Meter,2024-05-10,2024-06-07,LT-2A,Off-Peak,11489,11720,81.1,kWh,4.5,364.95,INR,
MTR-IN-002,DG Set Meter,2024-05-10,2024-06-07,LT-2A,Night,11489,11720,46.34,kWh,3.1,143.65,INR,
MTR-IN-002,DG Set Meter,2024-06-08,2024-07-05,LT-2A,Peak,11720,12024,136.89,kWh,6.25,855.56,INR,
MTR-IN-002,DG Set Meter,2024-06-08,2024-07-05,LT-2A,Off-Peak,11720,12024,106.47,kWh,4.5,479.12,INR,
MTR-IN-002,DG Set Meter,2024-06-08,2024-07-05,LT-2A,Night,11720,12024,60.84,kWh,3.1,188.6,INR,
MTR-IN-002,DG Set Meter,2024-07-06,2024-08-05,LT-2A,Peak,12024,12297,123.11,kWh,6.25,769.44,INR,
MTR-IN-002,DG Set Meter,2024-07-06,2024-08-05,LT-2A,Off-Peak,12024,12297,95.75,kWh,4.5,430.88,INR,
MTR-IN-002,DG Set Meter,2024-07-06,2024-08-05,LT-2A,Night,12024,12297,54.71,kWh,3.1,169.6,INR,
MTR-IN-002,DG Set Meter,2024-08-06,2024-09-03,LT-2A,Peak,12297,12619,145.27,kWh,6.25,907.94,INR,
MTR-IN-002,DG Set Meter,2024-08-06,2024-09-03,LT-2A,Off-Peak,12297,12619,112.99,kWh,4.5,508.45,INR,
MTR-IN-002,DG Set Meter,2024-08-06,2024-09-03,LT-2A,Night,12297,12619,64.56,kWh,3.1,200.14,INR,
MTR-IN-002,DG Set Meter,2024-09-04,2024-09-29,LT-2A,Peak,12619,12933,141.57,kWh,6.25,884.81,INR,
MTR-IN-002,DG Set Meter,2024-09-04,2024-09-29,LT-2A,Off-Peak,12619,12933,110.11,kWh,4.5,495.5,INR,
MTR-IN-002,DG Set Meter,2024-09-04,2024-09-29,LT-2A,Night,12619,12933,62.92,kWh,3.1,195.05,INR,
MTR-IN-002,DG Set Meter,2024-09-30,2024-10-29,LT-2A,Peak,12933,13171,107.32,kWh,6.25,670.75,INR,
MTR-IN-002,DG Set Meter,2024-09-30,2024-10-29,LT-2A,Off-Peak,12933,13171,83.47,kWh,4.5,375.62,INR,
MTR-IN-002,DG Set Meter,2024-09-30,2024-10-29,LT-2A,Night,12933,13171,47.7,kWh,3.1,147.87,INR,
MTR-IN-002,DG Set Meter,2024-10-30,2024-11-24,LT-2A,Peak,13171,13487,142.55,kWh,6.25,890.94,INR,
MTR-IN-002,DG Set Meter,2024-10-30,2024-11-24,LT-2A,Off-Peak,13171,13487,110.87,kWh,4.5,498.92,INR,
MTR-IN-002,DG Set Meter,2024-10-30,2024-11-24,LT-2A,Night,13171,13487,63.36,kWh,3.1,196.42,INR,
MTR-IN-002,DG Set Meter,2024-11-25,2024-12-21,LT-2A,Peak,13487,13755,120.68,kWh,6.25,754.25,INR,
MTR-IN-002,DG Set Meter,2024-11-25,2024-12-21,LT-2A,Off-Peak,13487,13755,93.86,kWh,4.5,422.37,INR,
MTR-IN-002,DG Set Meter,2024-11-25,2024-12-21,LT-2A,Night,13487,13755,53.63,kWh,3.1,166.25,INR,
MTR-IN-002,DG Set Meter,2024-12-22,2025-01-24,LT-2A,Peak,13755,13965,94.64,kWh,6.25,591.5,INR,
MTR-IN-002,DG Set Meter,2024-12-22,2025-01-24,LT-2A,Off-Peak,13755,13965,73.61,kWh,4.5,331.25,INR,
MTR-IN-002,DG Set Meter,2024-12-22,2025-01-24,LT-2A,Night,13755,13965,42.06,kWh,3.1,130.39,INR,
MTR-IN-002,DG Set Meter,2025-01-25,2025-02-28,LT-2A,Peak,13965,14177,95.75,kWh,6.25,598.44,INR,
MTR-IN-002,DG Set Meter,2025-01-25,2025-02-28,LT-2A,Off-Peak,13965,14177,74.47,kWh,4.5,335.12,INR,
MTR-IN-002,DG Set Meter,2025-01-25,2025-02-28,LT-2A,Night,13965,14177,42.55,kWh,3.1,131.91,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-01-07,2024-02-08,HT-1,Peak,11491,15435,1972.17,kWh,5.8,11438.59,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-01-07,2024-02-08,HT-1,Off-Peak,11491,15435,1183.3,kWh,4.2,4969.86,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-01-07,2024-02-08,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-02-09,2024-03-12,HT-1,Peak,15435,19680,2122.98,kWh,5.8,12313.28,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-02-09,2024-03-12,HT-1,Off-Peak,15435,19680,1273.79,kWh,4.2,5349.92,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-02-06,2024-03-12,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Revised billing period
MTR-IN-003,HVAC Block - HT Connection,2024-03-13,2024-04-08,HT-1,Peak,19680,22576,1448.1,kWh,5.8,8398.98,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-03-13,2024-04-08,HT-1,Off-Peak,19680,22576,868.86,kWh,4.2,3649.21,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-03-13,2024-04-08,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-04-09,2024-05-13,HT-1,Peak,22576,26862,2143.13,kWh,5.8,12430.15,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-04-09,2024-05-13,HT-1,Off-Peak,22576,26862,1285.88,kWh,4.2,5400.7,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-04-09,2024-05-13,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-05-14,2024-06-13,HT-1,Peak,26862,29948,1543.38,kWh,5.8,8951.6,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-05-14,2024-06-13,HT-1,Off-Peak,26862,29948,926.02,kWh,4.2,3889.28,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-05-11,2024-06-13,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Revised billing period
MTR-IN-003,HVAC Block - HT Connection,2024-06-14,2024-07-16,HT-1,Peak,29948,32889,1470.83,kWh,5.8,8530.81,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-06-14,2024-07-16,HT-1,Off-Peak,29948,32889,882.5,kWh,4.2,3706.5,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-06-14,2024-07-16,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-07-17,2024-08-18,HT-1,Peak,32889,36859,1985.23,kWh,5.8,11514.33,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-07-17,2024-08-18,HT-1,Off-Peak,32889,36859,1191.14,kWh,4.2,5002.79,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-07-17,2024-08-18,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-08-19,2024-09-17,HT-1,Peak,36859,39675,1408.02,kWh,5.8,8166.52,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-08-19,2024-09-17,HT-1,Off-Peak,36859,39675,844.81,kWh,4.2,3548.2,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-08-19,2024-09-17,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-09-18,2024-10-20,HT-1,Peak,39675,43867,2096.04,kWh,5.8,12157.03,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-09-18,2024-10-20,HT-1,Off-Peak,39675,43867,1257.62,kWh,4.2,5282.0,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-09-18,2024-10-20,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-12-23,2025-01-22,HT-1,Peak,43867,92535,24334.16,kWh,5.8,141138.13,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-12-23,2025-01-22,HT-1,Off-Peak,43867,92535,14600.5,kWh,4.2,61322.1,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-12-23,2025-01-22,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-01-23,2025-02-23,HT-1,Peak,0,45338,22669.02,kWh,5.8,131480.32,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-01-23,2025-02-23,HT-1,Off-Peak,0,45338,13601.41,kWh,4.2,57125.92,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-01-23,2025-02-23,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-02-24,2025-03-21,HT-1,Peak,45338,48473,1567.55,kWh,5.8,9091.79,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-02-24,2025-03-21,HT-1,Off-Peak,45338,48473,940.53,kWh,4.2,3950.23,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-02-24,2025-03-21,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-03-22,2025-04-18,HT-1,Peak,48473,52291,1909.0,kWh,5.8,11072.2,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-03-22,2025-04-18,HT-1,Off-Peak,48473,52291,1145.4,kWh,4.2,4810.68,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-03-22,2025-04-18,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-04-19,2025-05-16,HT-1,Peak,52291,55843,1776.1,kWh,5.8,10301.38,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-04-19,2025-05-16,HT-1,Off-Peak,52291,55843,1065.66,kWh,4.2,4475.77,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-04-19,2025-05-16,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-004,Canteen + Common Areas,2024-01-10,2024-02-06,LT-2A,Peak,38676,39020,155.01,kWh,6.25,968.81,INR,
MTR-IN-004,Canteen + Common Areas,2024-01-10,2024-02-06,LT-2A,Off-Peak,38676,39020,120.56,kWh,4.5,542.52,INR,
MTR-IN-004,Canteen + Common Areas,2024-01-10,2024-02-06,LT-2A,Night,38676,39020,68.89,kWh,3.1,213.56,INR,
MTR-IN-004,Canteen + Common Areas,2024-02-07,2024-03-05,LT-2A,Peak,39020,43110,1840.9,kWh,6.25,11505.62,INR,
MTR-IN-004,Canteen + Common Areas,2024-02-07,2024-03-05,LT-2A,Off-Peak,39020,43110,1431.81,kWh,4.5,6443.14,INR,
MTR-IN-004,Canteen + Common Areas,2024-02-07,2024-03-05,LT-2A,Night,39020,43110,818.18,kWh,3.1,2536.36,INR,
MTR-IN-004,Canteen + Common Areas,2024-03-06,2024-04-03,LT-2A,Peak,43110,43379,121.45,kWh,6.25,759.06,INR,
MTR-IN-004,Canteen + Common Areas,2024-03-06,2024-04-03,LT-2A,Off-Peak,43110,43379,94.46,kWh,4.5,425.07,INR,
MTR-IN-004,Canteen + Common Areas,2024-03-06,2024-04-03,LT-2A,Night,43110,43379,53.98,kWh,3.1,167.34,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-04,2024-04-29,LT-2A,Peak,43379,43823,199.8,kWh,6.25,1248.75,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-04,2024-04-29,LT-2A,Off-Peak,43379,43823,155.4,kWh,4.5,699.3,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-04,2024-04-29,LT-2A,Night,43379,43823,88.8,kWh,3.1,275.28,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-30,2024-06-03,LT-2A,Peak,43823,44188,164.46,kWh,6.25,1027.88,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-30,2024-06-03,LT-2A,Off-Peak,43823,44188,127.91,kWh,4.5,575.6,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-30,2024-06-03,LT-2A,Night,43823,44188,73.09,kWh,3.1,226.58,INR,
MTR-IN-004,Canteen + Common Areas,2024-06-04,2024-07-03,LT-2A,Peak,44188,44608,189.14,kWh,6.25,1182.12,INR,
MTR-IN-004,Canteen + Common Areas,2024-06-04,2024-07-03,LT-2A,Off-Peak,44188,44608,147.11,kWh,4.5,662.0,INR,
MTR-IN-004,Canteen + Common Areas,2024-06-04,2024-07-03,LT-2A,Night,44188,44608,84.06,kWh,3.1,260.59,INR,
MTR-IN-004,Canteen + Common Areas,2024-07-04,2024-08-08,LT-2A,Peak,44608,44895,129.15,kWh,6.25,807.19,INR,
MTR-IN-004,Canteen + Common Areas,2024-07-04,2024-08-08,LT-2A,Off-Peak,44608,44895,100.45,kWh,4.5,452.03,INR,
MTR-IN-004,Canteen + Common Areas,2024-07-04,2024-08-08,LT-2A,Night,44608,44895,57.4,kWh,3.1,177.94,INR,
MTR-IN-004,Canteen + Common Areas,2024-08-09,2024-09-10,LT-2A,Peak,44895,48004,1399.14,kWh,6.25,8744.62,INR,
MTR-IN-004,Canteen + Common Areas,2024-08-09,2024-09-10,LT-2A,Off-Peak,44895,48004,1088.22,kWh,4.5,4896.99,INR,
MTR-IN-004,Canteen + Common Areas,2024-08-09,2024-09-10,LT-2A,Night,44895,48004,621.84,kWh,3.1,1927.7,INR,
MTR-IN-004,Canteen + Common Areas,2024-09-11,2024-10-10,LT-2A,Peak,48004,48270,119.77,kWh,6.25,748.56,INR,
MTR-IN-004,Canteen + Common Areas,2024-09-11,2024-10-10,LT-2A,Off-Peak,48004,48270,93.15,kWh,4.5,419.18,INR,
MTR-IN-004,Canteen + Common Areas,2024-09-11,2024-10-10,LT-2A,Night,48004,48270,53.23,kWh,3.1,165.01,INR,
MTR-IN-004,Canteen + Common Areas,2024-10-11,2024-11-10,LT-2A,Peak,48270,48693,190.57,kWh,6.25,1191.06,INR,
MTR-IN-004,Canteen + Common Areas,2024-10-11,2024-11-10,LT-2A,Off-Peak,48270,48693,148.22,kWh,4.5,666.99,INR,
MTR-IN-004,Canteen + Common Areas,2024-10-11,2024-11-10,LT-2A,Night,48270,48693,84.7,kWh,3.1,262.57,INR,
MTR-IN-004,Canteen + Common Areas,2024-11-11,2024-12-10,LT-2A,Peak,48693,49060,165.3,kWh,6.25,1033.12,INR,
MTR-IN-004,Canteen + Common Areas,2024-11-11,2024-12-10,LT-2A,Off-Peak,48693,49060,128.57,kWh,4.5,578.56,INR,
MTR-IN-004,Canteen + Common Areas,2024-11-11,2024-12-10,LT-2A,Night,48693,49060,73.47,kWh,3.1,227.76,INR,
MTR-IN-004,Canteen + Common Areas,2024-12-11,2025-01-14,LT-2A,Peak,49060,49467,183.39,kWh,6.25,1146.19,INR,
MTR-IN-004,Canteen + Common Areas,2024-12-11,2025-01-14,LT-2A,Off-Peak,49060,49467,142.64,kWh,4.5,641.88,INR,
MTR-IN-004,Canteen + Common Areas,2024-12-11,2025-01-14,LT-2A,Night,49060,49467,81.51,kWh,3.1,252.68,INR,
MTR-IN-004,Canteen + Common Areas,2025-01-15,2025-02-17,LT-2A,Peak,49467,49878,185.34,kWh,6.25,1158.38,INR,
MTR-IN-004,Canteen + Common Areas,2025-01-15,2025-02-17,LT-2A,Off-Peak,49467,49878,144.15,kWh,4.5,648.68,INR,
MTR-IN-004,Canteen + Common Areas,2025-01-12,2025-02-17,LT-2A,Night,49467,49878,82.37,kWh,3.1,255.35,INR,Revised billing period
MTR-IN-004,Canteen + Common Areas,2025-02-18,2025-03-18,LT-2A,Peak,49878,49698,-81.42,kWh,6.25,-508.88,INR,
MTR-IN-004,Canteen + Common Areas,2025-02-18,2025-03-18,LT-2A,Off-Peak,49878,49698,-63.33,kWh,4.5,-284.99,INR,
MTR-IN-004,Canteen + Common Areas,2025-02-18,2025-03-18,LT-2A,Night,49878,49698,-36.19,kWh,3.1,-112.19,INR,
MTR-IN-005,,2024-01-05,2024-01-31,LT-2A,Peak,41450,42203,339.02,kWh,6.25,2118.88,INR,
MTR-IN-005,,2024-01-05,2024-01-31,LT-2A,Off-Peak,41450,42203,263.68,kWh,4.5,1186.56,INR,
MTR-IN-005,,2024-01-05,2024-01-31,LT-2A,Night,41450,42203,150.68,kWh,3.1,467.11,INR,
MTR-IN-005,,2024-02-01,2024-03-04,LT-2A,Peak,42203,42856,294.12,kWh,6.25,1838.25,INR,
MTR-IN-005,,2024-02-01,2024-03-04,LT-2A,Off-Peak,42203,42856,228.76,kWh,4.5,1029.42,INR,
MTR-IN-005,,2024-02-01,2024-03-04,LT-2A,Night,42203,42856,130.72,kWh,3.1,405.23,INR,
MTR-IN-005,,2024-03-05,2024-04-01,LT-2A,Peak,42856,42392,-208.94,kWh,6.25,-1305.88,INR,
MTR-IN-005,,2024-03-05,2024-04-01,LT-2A,Off-Peak,42856,42392,-162.5,kWh,4.5,-731.25,INR,
MTR-IN-005,,2024-03-05,2024-04-01,LT-2A,Night,42856,42392,-92.86,kWh,3.1,-287.87,INR,
MTR-IN-005,,2024-04-02,2024-05-07,LT-2A,Peak,42392,43210,368.3,kWh,6.25,2301.88,INR,
MTR-IN-005,,2024-04-02,2024-05-07,LT-2A,Off-Peak,42392,43210,286.46,kWh,4.5,1289.07,INR,
MTR-IN-005,,2024-04-02,2024-05-07,LT-2A,Night,42392,43210,163.69,kWh,3.1,507.44,INR,
MTR-IN-005,,2024-05-08,2024-06-02,LT-2A,Peak,43210,44006,358.54,kWh,6.25,2240.88,INR,
MTR-IN-005,,2024-05-08,2024-06-02,LT-2A,Off-Peak,43210,44006,278.87,kWh,4.5,1254.91,INR,
MTR-IN-005,,2024-05-08,2024-06-02,LT-2A,Night,43210,44006,159.35,kWh,3.1,493.99,INR,
MTR-IN-005,,2024-06-03,2024-07-01,LT-2A,Peak,44006,44710,317.22,kWh,6.25,1982.63,INR,
MTR-IN-005,,2024-06-03,2024-07-01,LT-2A,Off-Peak,44006,44710,246.73,kWh,4.5,1110.28,INR,
MTR-IN-005,,2024-06-03,2024-07-01,LT-2A,Night,44006,44710,140.99,kWh,3.1,437.07,INR,
MTR-IN-005,,2024-07-02,2024-07-30,LT-2A,Peak,44710,45425,321.9,kWh,6.25,2011.87,INR,
MTR-IN-005,,2024-07-02,2024-07-30,LT-2A,Off-Peak,44710,45425,250.37,kWh,4.5,1126.66,INR,
MTR-IN-005,,2024-07-02,2024-07-30,LT-2A,Night,44710,45425,143.07,kWh,3.1,443.52,INR,
MTR-IN-005,,2024-07-31,2024-08-27,LT-2A,Peak,45425,46209,352.8,kWh,6.25,2205.0,INR,
MTR-IN-005,,2024-07-31,2024-08-27,LT-2A,Off-Peak,45425,46209,274.4,kWh,4.5,1234.8,INR,
MTR-IN-005,,2024-07-31,2024-08-27,LT-2A,Night,45425,46209,156.8,kWh,3.1,486.08,INR,
MTR-IN-005,,2024-08-28,2024-10-02,LT-2A,Peak,46209,46773,254.17,kWh,6.25,1588.56,INR,
MTR-IN-005,,2024-08-28,2024-10-02,LT-2A,Off-Peak,46209,46773,197.69,kWh,4.5,889.61,INR,
MTR-IN-005,,2024-08-28,2024-10-02,LT-2A,Night,46209,46773,112.97,kWh,3.1,350.21,INR,
MTR-IN-005,,2024-10-03,2024-11-07,LT-2A,Peak,46773,47477,317.12,kWh,6.25,1982.0,INR,
MTR-IN-005,,2024-10-03,2024-11-07,LT-2A,Off-Peak,46773,47477,246.65,kWh,4.5,1109.92,INR,
MTR-IN-005,,2024-10-03,2024-11-07,LT-2A,Night,46773,47477,140.94,kWh,3.1,436.91,INR,
