meter_id,meter_name,billing_start,billing_end,tariff_code,tariff_band,reading_from,reading_to,consumption,unit,rate,amount,currency,notes
MTR-IN-001,Main Building - LT Supply,2025-02-13,2025-03-15,LT-2A,Peak,49897,51466,706.18,kWh,6.25,4413.62,INR,
MTR-IN-001,Main Building - LT Supply,2025-02-13,2025-03-15,LT-2A,Off-Peak,49897,51466,549.25,kWh,4.5,2471.62,INR,
MTR-IN-001,Main Building - LT Supply,2025-02-13,2025-03-15,LT-2A,Night,49897,51466,313.86,kWh,3.1,972.97,INR,
MTR-IN-002,DG Set Meter,2024-01-06,2024-02-08,LT-2A,Peak,13060,13398,152.29,kWh,6.25,951.81,INR,
MTR-IN-002,DG Set Meter,2024-01-06,2024-02-08,LT-2A,Off-Peak,13060,13398,118.45,kWh,4.5,533.02,INR,
MTR-IN-002,DG Set Meter,2024-01-06,2024-02-08,LT-2A,Night,13060,13398,67.68,kWh,3.1,209.81,INR,
MTR-IN-002,DG Set Meter,2024-02-09,2024-03-12,LT-2A,Peak,13398,13602,91.89,kWh,6.25,574.31,INR,
MTR-IN-002,DG Set Meter,2024-02-09,2024-03-12,LT-2A,Off-Peak,13398,13602,71.47,kWh,4.5,321.62,INR,
MTR-IN-002,DG Set Meter,2024-02-09,2024-03-12,LT-2A,Night,13398,13602,40.84,kWh,3.1,126.6,INR,
MTR-IN-002,DG Set Meter,2024-03-13,2024-04-10,LT-2A,Peak,13602,13822,99.19,kWh,6.25,619.94,INR,
MTR-IN-002,DG Set Meter,2024-03-13,2024-04-10,LT-2A,Off-Peak,13602,13822,77.15,kWh,4.5,347.18,INR,
MTR-IN-002,DG Set Meter,2024-03-13,2024-04-10,LT-2A,Night,13602,13822,44.09,kWh,3.1,136.68,INR,
MTR-IN-002,DG Set Meter,2024-04-11,2024-05-07,LT-2A,Peak,13822,16539,1222.99,kWh,6.25,7643.69,INR,
MTR-IN-002,DG Set Meter,2024-04-11,2024-05-07,LT-2A,Off-Peak,13822,16539,951.22,kWh,4.5,4280.49,INR,
MTR-IN-002,DG Set Meter,2024-04-11,2024-05-07,LT-2A,Night,13822,16539,543.55,kWh,3.1,1685.0,INR,
MTR-IN-002,DG Set Meter,2024-05-08,2024-06-12,LT-2A,Peak,16539,16842,136.51,kWh,6.25,853.19,INR,
MTR-IN-002,DG Set Meter,2024-05-08,2024-06-12,LT-2A,Off-Peak,16539,16842,106.18,kWh,4.5,477.81,INR,
MTR-IN-002,DG Set Meter,2024-05-08,2024-06-12,LT-2A,Night,16539,16842,60.67,kWh,3.1,188.08,INR,
MTR-IN-002,DG Set Meter,2024-06-13,2024-07-16,LT-2A,Peak,16842,17096,114.48,kWh,6.25,715.5,INR,
MTR-IN-002,DG Set Meter,2024-06-13,2024-07-16,LT-2A,Off-Peak,16842,17096,89.04,kWh,4.5,400.68,INR,
MTR-IN-002,DG Set Meter,2024-06-13,2024-07-16,LT-2A,Night,16842,17096,50.88,kWh,3.1,157.73,INR,
MTR-IN-002,DG Set Meter,2024-07-17,2024-08-11,LT-2A,Peak,17096,17306,94.81,kWh,6.25,592.56,INR,
MTR-IN-002,DG Set Meter,2024-07-17,2024-08-11,LT-2A,Off-Peak,17096,17306,73.74,kWh,4.5,331.83,INR,
MTR-IN-002,DG Set Meter,2024-07-17,2024-08-11,LT-2A,Night,17096,17306,42.14,kWh,3.1,130.63,INR,
MTR-IN-002,DG Set Meter,2024-08-12,2024-09-09,LT-2A,Peak,17306,17535,103.24,kWh,6.25,645.25,INR,
MTR-IN-002,DG Set Meter,2024-08-12,2024-09-09,LT-2A,Off-Peak,17306,17535,80.3,kWh,4.5,361.35,INR,
MTR-IN-002,DG Set Meter,2024-08-12,2024-09-09,LT-2A,Night,17306,17535,45.88,kWh,3.1,142.23,INR,
MTR-IN-002,DG Set Meter,2024-09-10,2024-10-06,LT-2A,Peak,17535,17820,128.56,kWh,6.25,803.5,INR,
MTR-IN-002,DG Set Meter,2024-09-10,2024-10-06,LT-2A,Off-Peak,17535,17820,99.99,kWh,4.5,449.95,INR,
MTR-IN-002,DG Set Meter,2024-09-10,2024-10-06,LT-2A,Night,17535,17820,57.14,kWh,3.1,177.13,INR,
MTR-IN-002,DG Set Meter,2024-10-07,2024-11-05,LT-2A,Peak,17820,17475,-155.26,kWh,6.25,-970.38,INR,
MTR-IN-002,DG Set Meter,2024-10-07,2024-11-05,LT-2A,Off-Peak,17820,17475,-120.76,kWh,4.5,-543.42,INR,
MTR-IN-002,DG Set Meter,2024-10-07,2024-11-05,LT-2A,Night,17820,17475,-69.01,kWh,3.1,-213.93,INR,
MTR-IN-002,DG Set Meter,2024-11-06,2024-12-05,LT-2A,Peak,17475,17819,155.14,kWh,6.25,969.62,INR,
MTR-IN-002,DG Set Meter,2024-11-06,2024-12-05,LT-2A,Off-Peak,17475,17819,120.66,kWh,4.5,542.97,INR,
MTR-IN-002,DG Set Meter,2024-11-06,2024-12-05,LT-2A,Night,17475,17819,68.95,kWh,3.1,213.75,INR,
MTR-IN-002,DG Set Meter,2024-12-06,2025-01-02,LT-2A,Peak,17819,18062,109.38,kWh,6.25,683.62,INR,
MTR-IN-002,DG Set Meter,2024-12-06,2025-01-02,LT-2A,Off-Peak,17819,18062,85.07,kWh,4.5,382.81,INR,
MTR-IN-002,DG Set Meter,2024-12-06,2025-01-02,LT-2A,Night,17819,18062,48.61,kWh,3.1,150.69,INR,
MTR-IN-002,DG Set Meter,2025-01-03,2025-02-02,LT-2A,Peak,18062,17596,-209.77,kWh,6.25,-1311.06,INR,
MTR-IN-002,DG Set Meter,2025-01-03,2025-02-02,LT-2A,Off-Peak,18062,17596,-163.16,kWh,4.5,-734.22,INR,
MTR-IN-002,DG Set Meter,2025-01-03,2025-02-02,LT-2A,Night,18062,17596,-93.23,kWh,3.1,-289.01,INR,
MTR-IN-002,DG Set Meter,2025-02-03,2025-02-28,LT-2A,Peak,17596,17812,97.62,kWh,6.25,610.12,INR,
MTR-IN-002,DG Set Meter,2025-02-03,2025-02-28,LT-2A,Off-Peak,17596,17812,75.93,kWh,4.5,341.69,INR,
MTR-IN-002,DG Set Meter,2025-02-03,2025-02-28,LT-2A,Night,17596,17812,43.39,kWh,3.1,134.51,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-01-11,2024-02-12,HT-1,Peak,23827,27991,2082.22,kWh,5.8,12076.88,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-01-11,2024-02-12,HT-1,Off-Peak,23827,27991,1249.33,kWh,4.2,5247.19,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-01-11,2024-02-12,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-02-13,2024-03-10,HT-1,Peak,27991,32082,2045.75,kWh,5.8,11865.35,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-02-13,2024-03-10,HT-1,Off-Peak,27991,32082,1227.45,kWh,4.2,5155.29,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-02-13,2024-03-10,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-03-11,2024-04-15,HT-1,Peak,32082,35598,1758.06,kWh,5.8,10196.75,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-03-11,2024-04-15,HT-1,Off-Peak,32082,35598,1054.84,kWh,4.2,4430.33,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-03-11,2024-04-15,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-04-16,2024-05-21,HT-1,Peak,35598,39994,2198.28,kWh,5.8,12750.02,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-04-16,2024-05-21,HT-1,Off-Peak,35598,39994,1318.97,kWh,4.2,5539.67,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-04-16,2024-05-21,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-05-22,2024-06-20,HT-1,Peak,39994,43947,1976.91,kWh,5.8,11466.08,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-05-22,2024-06-20,HT-1,Off-Peak,39994,43947,1186.15,kWh,4.2,4981.83,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-05-22,2024-06-20,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-06-21,2024-07-23,HT-1,Peak,43947,47651,1852.28,kWh,5.8,10743.22,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-06-21,2024-07-23,HT-1,Off-Peak,43947,47651,1111.37,kWh,4.2,4667.75,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-06-21,2024-07-23,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-07-24,2024-08-18,HT-1,Peak,47651,51236,1792.86,kWh,5.8,10398.59,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-07-24,2024-08-18,HT-1,Off-Peak,47651,51236,1075.71,kWh,4.2,4517.98,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-07-24,2024-08-18,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-08-19,2024-09-15,HT-1,Peak,51236,55655,2209.94,kWh,5.8,12817.65,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-08-19,2024-09-15,HT-1,Off-Peak,51236,55655,1325.96,kWh,4.2,5569.03,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-08-19,2024-09-15,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-09-16,2024-10-13,HT-1,Peak,55655,59325,1835.09,kWh,5.8,10643.52,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-09-16,2024-10-13,HT-1,Off-Peak,55655,59325,1101.05,kWh,4.2,4624.41,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-09-16,2024-10-13,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2024-12-11,2025-01-09,HT-1,Peak,59325,63458,2066.92,kWh,5.8,11988.14,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-12-11,2025-01-09,HT-1,Off-Peak,59325,63458,1240.15,kWh,4.2,5208.63,INR,
MTR-IN-003,HVAC Block - HT Connection,2024-12-11,2025-01-09,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-01-10,2025-02-06,HT-1,Peak,63458,66840,1691.44,kWh,5.8,9810.35,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-01-10,2025-02-06,HT-1,Off-Peak,63458,66840,1014.86,kWh,4.2,4262.41,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-01-10,2025-02-06,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-02-07,2025-03-07,HT-1,Peak,66840,71006,2083.49,kWh,5.8,12084.24,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-02-07,2025-03-07,HT-1,Off-Peak,66840,71006,1250.09,kWh,4.2,5250.38,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-02-07,2025-03-07,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-03-08,2025-04-02,HT-1,Peak,71006,75527,2260.93,kWh,5.8,13113.39,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-03-08,2025-04-02,HT-1,Off-Peak,71006,75527,1356.56,kWh,4.2,5697.55,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-03-08,2025-04-02,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-003,HVAC Block - HT Connection,2025-04-03,2025-05-04,HT-1,Peak,75527,79776,2124.61,kWh,5.8,12322.74,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-04-03,2025-05-04,HT-1,Off-Peak,75527,79776,1274.77,kWh,4.2,5354.03,INR,
MTR-IN-003,HVAC Block - HT Connection,2025-04-03,2025-05-04,HT-1,Demand Charge,,,6.32,kVA,180,1137.6,INR,Maximum demand charge
MTR-IN-004,Canteen + Common Areas,2024-01-10,2024-02-10,LT-2A,Peak,13814,14206,176.68,kWh,6.25,1104.25,INR,
MTR-IN-004,Canteen + Common Areas,2024-01-10,2024-02-10,LT-2A,Off-Peak,13814,14206,137.42,kWh,4.5,618.39,INR,
MTR-IN-004,Canteen + Common Areas,2024-01-10,2024-02-10,LT-2A,Night,13814,14206,78.52,kWh,3.1,243.41,INR,
MTR-IN-004,Canteen + Common Areas,2024-02-11,2024-03-15,LT-2A,Peak,14206,14634,192.92,kWh,6.25,1205.75,INR,
MTR-IN-004,Canteen + Common Areas,2024-02-11,2024-03-15,LT-2A,Off-Peak,14206,14634,150.05,kWh,4.5,675.23,INR,
MTR-IN-004,Canteen + Common Areas,2024-02-11,2024-03-15,LT-2A,Night,14206,14634,85.74,kWh,3.1,265.79,INR,
MTR-IN-004,Canteen + Common Areas,2024-03-16,2024-04-13,LT-2A,Peak,14634,15069,196.12,kWh,6.25,1225.75,INR,
MTR-IN-004,Canteen + Common Areas,2024-03-16,2024-04-13,LT-2A,Off-Peak,14634,15069,152.54,kWh,4.5,686.43,INR,
MTR-IN-004,Canteen + Common Areas,2024-03-16,2024-04-13,LT-2A,Night,14634,15069,87.16,kWh,3.1,270.2,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-14,2024-05-13,LT-2A,Peak,15069,15363,132.74,kWh,6.25,829.62,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-14,2024-05-13,LT-2A,Off-Peak,15069,15363,103.24,kWh,4.5,464.58,INR,
MTR-IN-004,Canteen + Common Areas,2024-04-14,2024-05-13,LT-2A,Night,15069,15363,58.99,kWh,3.1,182.87,INR,
MTR-IN-004,Canteen + Common Areas,2024-05-14,2024-06-11,LT-2A,Peak,15363,15781,188.43,kWh,6.25,1177.69,INR,
MTR-IN-004,Canteen + Common Areas,2024-05-14,2024-06-11,LT-2A,Off-Peak,15363,15781,146.56,kWh,4.5,659.52,INR,
MTR-IN-004,Canteen + Common Areas,2024-05-14,2024-06-11,LT-2A,Night,15363,15781,83.75,kWh,3.1,259.62,INR,
MTR-IN-004,Canteen + Common Areas,2024-06-12,2024-07-17,LT-2A,Peak,15781,16191,184.56,kWh,6.25,1153.5,INR,
MTR-IN-004,Canteen + Common Areas,2024-06-12,2024-07-17,LT-2A,Off-Peak,15781,16191,143.55,kWh,4.5,645.98,INR,
MTR-IN-004,Canteen + Common Areas,2024-06-12,2024-07-17,LT-2A,Night,15781,16191,82.03,kWh,3.1,254.29,INR,
MTR-IN-004,Canteen + Common Areas,2024-07-18,2024-08-19,LT-2A,Peak,16191,16610,188.55,kWh,6.25,1178.44,INR,
MTR-IN-004,Canteen + Common Areas,2024-07-18,2024-08-19,LT-2A,Off-Peak,16191,16610,146.65,kWh,4.5,659.93,INR,
MTR-IN-004,Canteen + Common Areas,2024-07-18,2024-08-19,LT-2A,Night,16191,16610,83.8,kWh,3.1,259.78,INR,
MTR-IN-004,Canteen + Common Areas,2024-08-20,2024-09-19,LT-2A,Peak,16610,16986,169.38,kWh,6.25,1058.62,INR,
MTR-IN-004,Canteen + Common Areas,2024-08-20,2024-09-19,LT-2A,Off-Peak,16610,16986,131.74,kWh,4.5,592.83,INR,
MTR-IN-004,Canteen + Common Areas,2024-08-20,2024-09-19,LT-2A,Night,16610,16986,75.28,kWh,3.1,233.37,INR,
MTR-IN-004,Canteen + Common Areas,2024-09-20,2024-10-17,LT-2A,Peak,16986,17358,167.64,kWh,6.25,1047.75,INR,
MTR-IN-004,Canteen + Common Areas,2024-09-20,2024-10-17,LT-2A,Off-Peak,16986,17358,130.39,kWh,4.5,586.75,INR,
MTR-IN-004,Canteen + Common Areas,2024-09-20,2024-10-17,LT-2A,Night,16986,17358,74.51,kWh,3.1,230.98,INR,
MTR-IN-004,Canteen + Common Areas,2024-10-18,2024-11-18,LT-2A,Peak,17358,17633,123.96,kWh,6.25,774.75,INR,
MTR-IN-004,Canteen + Common Areas,2024-10-18,2024-11-18,LT-2A,Off-Peak,17358,17633,96.41,kWh,4.5,433.84,INR,
MTR-IN-004,Canteen + Common Areas,2024-10-15,2024-11-18,LT-2A,Night,17358,17633,55.09,kWh,3.1,170.78,INR,Revised billing period
MTR-IN-004,Canteen + Common Areas,2024-11-19,2024-12-20,LT-2A,Peak,17633,18042,184.49,kWh,6.25,1153.06,INR,
MTR-IN-004,Canteen + Common Areas,2024-11-19,2024-12-20,LT-2A,Off-Peak,17633,18042,143.49,kWh,4.5,645.71,INR,
MTR-IN-004,Canteen + Common Areas,2024-11-19,2024-12-20,LT-2A,Night,17633,18042,81.99,kWh,3.1,254.17,INR,
MTR-IN-004,Canteen + Common Areas,2024-12-21,2025-01-20,LT-2A,Peak,18042,18428,173.87,kWh,6.25,1086.69,INR,
MTR-IN-004,Canteen + Common Areas,2024-12-21,2025-01-20,LT-2A,Off-Peak,18042,18428,135.23,kWh,4.5,608.53,INR,
MTR-IN-004,Canteen + Common Areas,2024-12-21,2025-01-20,LT-2A,Night,18042,18428,77.28,kWh,3.1,239.57,INR,
MTR-IN-004,Canteen + Common Areas,2025-01-21,2025-02-15,LT-2A,Peak,18428,18843,187.02,kWh,6.25,1168.88,INR,
MTR-IN-004,Canteen + Common Areas,2025-01-21,2025-02-15,LT-2A,Off-Peak,18428,18843,145.46,kWh,4.5,654.57,INR,
MTR-IN-004,Canteen + Common Areas,2025-01-21,2025-02-15,LT-2A,Night,18428,18843,83.12,kWh,3.1,257.67,INR,
MTR-IN-004,Canteen + Common Areas,2025-02-16,2025-03-14,LT-2A,Peak,18843,19155,140.69,kWh,6.25,879.31,INR,
MTR-IN-004,Canteen + Common Areas,2025-02-16,2025-03-14,LT-2A,Off-Peak,18843,19155,109.43,kWh,4.5,492.44,INR,
MTR-IN-004,Canteen + Common Areas,2025-02-16,2025-03-14,LT-2A,Night,18843,19155,62.53,kWh,3.1,193.84,INR,
MTR-IN-005,,2024-01-09,2024-02-12,LT-2A,Peak,41803,42515,320.74,kWh,6.25,2004.62,INR,
MTR-IN-005,,2024-01-09,2024-02-12,LT-2A,Off-Peak,41803,42515,249.47,kWh,4.5,1122.62,INR,
MTR-IN-005,,2024-01-09,2024-02-12,LT-2A,Night,41803,42515,142.55,kWh,3.1,441.91,INR,
MTR-IN-005,,2024-02-13,2024-03-13,LT-2A,Peak,42515,43339,371.06,kWh,6.25,2319.12,INR,
MTR-IN-005,,2024-02-13,2024-03-13,LT-2A,Off-Peak,42515,43339,288.6,kWh,4.5,1298.7,INR,
MTR-IN-005,,2024-02-13,2024-03-13,LT-2A,Night,42515,43339,164.92,kWh,3.1,511.25,INR,
MTR-IN-005,,2024-03-14,2024-04-15,LT-2A,Peak,43339,43230,-49.31,kWh,6.25,-308.19,INR,
MTR-IN-005,,2024-03-14,2024-04-15,LT-2A,Off-Peak,43339,43230,-38.35,kWh,4.5,-172.58,INR,
MTR-IN-005,,2024-03-14,2024-04-15,LT-2A,Night,43339,43230,-21.91,kWh,3.1,-67.92,INR,
MTR-IN-005,,2024-04-16,2024-05-21,LT-2A,Peak,43230,43918,309.97,kWh,6.25,1937.31,INR,
MTR-IN-005,,2024-04-16,2024-05-21,LT-2A,Off-Peak,43230,43918,241.09,kWh,4.5,1084.9,INR,
MTR-IN-005,,2024-04-16,2024-05-21,LT-2A,Night,43230,43918,137.76,kWh,3.1,427.06,INR,
MTR-IN-005,,2024-05-22,2024-06-25,LT-2A,Peak,43918,44613,313.09,kWh,6.25,1956.81,INR,
MTR-IN-005,,2024-05-22,2024-06-25,LT-2A,Off-Peak,43918,44613,243.51,kWh,4.5,1095.8,INR,
MTR-IN-005,,2024-05-22,2024-06-25,LT-2A,Night,43918,44613,139.15,kWh,3.1,431.37,INR,
MTR-IN-005,,2024-06-26,2024-07-26,LT-2A,Peak,44613,45292,305.68,kWh,6.25,1910.5,INR,
MTR-IN-005,,2024-06-26,2024-07-26,LT-2A,Off-Peak,44613,45292,237.75,kWh,4.5,1069.88,INR,
MTR-IN-005,,2024-06-26,2024-07-26,LT-2A,Night,44613,45292,135.86,kWh,3.1,421.17,INR,
MTR-IN-005,,2024-07-27,2024-08-26,LT-2A,Peak,45292,45856,254.09,kWh,6.25,1588.06,INR,
MTR-IN-005,,2024-07-27,2024-08-26,LT-2A,Off-Peak,45292,45856,197.63,kWh,4.5,889.34,INR,
MTR-IN-005,,2024-07-27,2024-08-26,LT-2A,Night,45292,45856,112.93,kWh,3.1,350.08,INR,
MTR-IN-005,,2024-08-27,2024-10-01,LT-2A,Peak,45856,46799,424.38,kWh,6.25,2652.38,INR,
MTR-IN-005,,2024-08-27,2024-10-01,LT-2A,Off-Peak,45856,46799,330.07,kWh,4.5,1485.32,INR,
MTR-IN-005,,2024-08-27,2024-10-01,LT-2A,Night,45856,46799,188.61,kWh,3.1,584.69,INR,
MTR-IN-005,,2024-10-02,2024-10-27,LT-2A,Peak,46799,47695,403.62,kWh,6.25,2522.62,INR,
MTR-IN-005,,2024-10-02,2024-10-27,LT-2A,Off-Peak,46799,47695,313.93,kWh,4.5,1412.68,INR,
MTR-IN-005,,2024-10-02,2024-10-27,LT-2A,Night,46799,47695,179.39,kWh,3.1,556.11,INR,
MTR-IN-005,,2024-10-28,2024-12-01,LT-2A,Peak,47695,48590,402.98,kWh,6.25,2518.62,INR,
MTR-IN-005,,2024-10-28,2024-12-01,LT-2A,Off-Peak,47695,48590,313.43,kWh,4.5,1410.43,INR,
MTR-IN-005,,2024-10-28,2024-12-01,LT-2A,Night,47695,48590,179.1,kWh,3.1,555.21,INR,
